Sample	Query	Marker	Start_pos	End_pos	Taxonomy	Abundance	iNode	E-value	LWR	EvoDist	Distances	Function
SI072_165m_pe	k147_174999_2	XmoA	1	210	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	6186.480021380061	22	1.2e-98	1.0	0.1124	0.0505,0.0619,0.0	AmoA_AOB
SI072_165m_pe	k147_663727_2	XmoA	1	76	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	3802.3426017879497	89	2.3e-37	1.0	0.0279	0.0278,0.0001,0.0	Unknown
SI072_165m_pe	k147_348694_2	XmoA	1	106	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	2877.755875113871	22	8.7e-44	0.811625242	0.1203	0.0448,0.0754,0.0	AmoA_AOB
SI072_165m_pe	k147_475652_2	XmoA	1	76	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	1901.1713008939748	89	1.4e-36	1.0	0.0002	0.0001,0.0001,0.0	Unknown
SI072_165m_pe	k147_240226_3	XmoA	1	210	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	3823.105631189924	22	1.2e-98	1.0	0.1124	0.0505,0.0619,0.0	AmoA_AOB
SI072_165m_pe	k147_77634_1	XmoA	1	199	r__Root	0.0	103	1.8e-106	1.0	0.0402	0.0088,0.0314,0.0	Unknown
SI072_165m_pe	k147_63191_1	XmoA	1	88	r__Root	0.0	103	7.4e-45	1.0	0.0506	0.0241,0.0265,0.0	Unknown
SI072_165m_pe	k147_73233_2	XmoA	1	63	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira; s__Nitrosospira multiformis	258.1837569115274	22	1.1e-27	0.5384223024	0.0581	0.0172,0.0409,0.0	AmoA_AOB
SI072_165m_pe	k147_115513_6	XmoA	6	253	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	8514.471550132863	22	1.5e-109	1.0	0.1115	0.043,0.0685,0.0	AmoA_AOB
SI072_165m_pe	k147_38346_11	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	4591.09019346708	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
SI072_165m_pe	k147_218723_3	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	3213.7631354269556	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
SI072_165m_pe	k147_277768_4	XmoA	1	247	r__Root	0.0	103	5.3e-126	1.0	0.0367	0.011,0.0256,0.0	Unknown
SI072_165m_pe	k147_222487_2	XmoA	4	131	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae	2979.9529805361026	35	8.2e-54	0.7578663371	0.1462	0.0061,0.0574,0.0826	Unknown
SI072_165m_pe	k147_314425_5	XmoA	1	181	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	5302.038809061588	89	9.3e-89	1.0	0.0139	0.0001,0.0138,0.0	Unknown
SI072_165m_pe	k147_519870_3	XmoA	6	253	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	7751.1051352933655	22	1.5e-109	1.0	0.1115	0.043,0.0685,0.0	AmoA_AOB
SI072_165m_pe	k147_15305_2	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	5640.482237688127	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
SI072_165m_pe	k147_449783_3	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	4328.742182411818	89	5e-125	1.0	0.0002	0.0001,0.0001,0.0	Unknown
SI072_165m_pe	k147_299367_1	XmoA	6	253	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	8455.75105668367	22	1.5e-109	1.0	0.1115	0.043,0.0685,0.0	AmoA_AOB
SI072_165m_pe	k147_454285_2	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	6886.635290200621	89	4e-125	1.0	0.0187	0.01,0.0087,0.0	Unknown
SI072_165m_pe	k147_372277_2	XmoA	1	159	r__Root	0.0	103	1.1e-77	1.0	0.0349	0.0095,0.0254,0.0	Unknown
SI072_200m_pe	k147_174999_2	XmoA	1	210	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	0.0	22	1.2e-98	1.0	0.1124	0.0505,0.0619,0.0	AmoA_AOB
SI072_200m_pe	k147_663727_2	XmoA	1	76	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	89	2.3e-37	1.0	0.0279	0.0278,0.0001,0.0	Unknown
SI072_200m_pe	k147_348694_2	XmoA	1	106	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	0.0	22	8.7e-44	0.811625242	0.1203	0.0448,0.0754,0.0	AmoA_AOB
SI072_200m_pe	k147_475652_2	XmoA	1	76	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	89	1.4e-36	1.0	0.0002	0.0001,0.0001,0.0	Unknown
SI072_200m_pe	k147_240226_3	XmoA	1	210	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	3774.523908619824	22	1.2e-98	1.0	0.1124	0.0505,0.0619,0.0	AmoA_AOB
SI072_200m_pe	k147_77634_1	XmoA	1	199	r__Root	0.0	103	1.8e-106	1.0	0.0402	0.0088,0.0314,0.0	Unknown
SI072_200m_pe	k147_63191_1	XmoA	1	88	r__Root	0.0	103	7.4e-45	1.0	0.0506	0.0241,0.0265,0.0	Unknown
SI072_200m_pe	k147_73233_2	XmoA	1	63	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira; s__Nitrosospira multiformis	0.0	22	1.1e-27	0.5384223024	0.0581	0.0172,0.0409,0.0	AmoA_AOB
SI072_200m_pe	k147_115513_6	XmoA	6	253	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	3985.733730221294	22	1.5e-109	1.0	0.1115	0.043,0.0685,0.0	AmoA_AOB
SI072_200m_pe	k147_38346_11	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	9793.976351600228	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
SI072_200m_pe	k147_218723_3	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	7122.891892072893	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
SI072_200m_pe	k147_277768_4	XmoA	1	247	r__Root	15898.294703106698	103	5.3e-126	1.0	0.0367	0.011,0.0256,0.0	Unknown
SI072_200m_pe	k147_222487_2	XmoA	4	131	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae	0.0	35	8.2e-54	0.7578663371	0.1462	0.0061,0.0574,0.0826	Unknown
SI072_200m_pe	k147_314425_5	XmoA	1	181	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	89	9.3e-89	1.0	0.0139	0.0001,0.0138,0.0	Unknown
SI072_200m_pe	k147_519870_3	XmoA	6	253	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	3985.733730221294	22	1.5e-109	1.0	0.1115	0.043,0.0685,0.0	AmoA_AOB
SI072_200m_pe	k147_15305_2	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
SI072_200m_pe	k147_449783_3	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	89	5e-125	1.0	0.0002	0.0001,0.0001,0.0	Unknown
SI072_200m_pe	k147_299367_1	XmoA	6	253	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	0.0	22	1.5e-109	1.0	0.1115	0.043,0.0685,0.0	AmoA_AOB
SI072_200m_pe	k147_454285_2	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	7122.891892072893	89	4e-125	1.0	0.0187	0.01,0.0087,0.0	Unknown
SI072_200m_pe	k147_372277_2	XmoA	1	159	r__Root	0.0	103	1.1e-77	1.0	0.0349	0.0095,0.0254,0.0	Unknown
SI072_100m_MetaT_QC_Filtered	k147_174999_2	XmoA	1	210	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	18249.748917136192	22	1.2e-98	1.0	0.1124	0.0505,0.0619,0.0	AmoA_AOB
SI072_100m_MetaT_QC_Filtered	k147_663727_2	XmoA	1	76	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	17853.960058964407	89	2.3e-37	1.0	0.0279	0.0278,0.0001,0.0	Unknown
SI072_100m_MetaT_QC_Filtered	k147_348694_2	XmoA	1	106	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	11083.710589282715	22	8.7e-44	0.811625242	0.1203	0.0448,0.0754,0.0	AmoA_AOB
SI072_100m_MetaT_QC_Filtered	k147_475652_2	XmoA	1	76	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	8181.18169790521	89	1.4e-36	1.0	0.0002	0.0001,0.0001,0.0	Unknown
SI072_100m_MetaT_QC_Filtered	k147_240226_3	XmoA	1	210	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	19870.957256148293	22	1.2e-98	1.0	0.1124	0.0505,0.0619,0.0	AmoA_AOB
SI072_100m_MetaT_QC_Filtered	k147_77634_1	XmoA	1	199	r__Root	87.44704055341641	103	1.8e-106	1.0	0.0402	0.0088,0.0314,0.0	Unknown
SI072_100m_MetaT_QC_Filtered	k147_63191_1	XmoA	1	88	r__Root	0.0	103	7.4e-45	1.0	0.0506	0.0241,0.0265,0.0	Unknown
SI072_100m_MetaT_QC_Filtered	k147_73233_2	XmoA	1	63	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira; s__Nitrosospira multiformis	607.6875294331064	22	1.1e-27	0.5384223024	0.0581	0.0172,0.0409,0.0	AmoA_AOB
SI072_100m_MetaT_QC_Filtered	k147_115513_6	XmoA	6	253	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	21309.549440390074	22	1.5e-109	1.0	0.1115	0.043,0.0685,0.0	AmoA_AOB
SI072_100m_MetaT_QC_Filtered	k147_38346_11	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	15731.934160980309	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
SI072_100m_MetaT_QC_Filtered	k147_218723_3	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	14875.869947046498	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
SI072_100m_MetaT_QC_Filtered	k147_277768_4	XmoA	1	247	r__Root	83.52941313662336	103	5.3e-126	1.0	0.0367	0.011,0.0256,0.0	Unknown
SI072_100m_MetaT_QC_Filtered	k147_222487_2	XmoA	4	131	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae	0.0	35	8.2e-54	0.7578663371	0.1462	0.0061,0.0574,0.0826	Unknown
SI072_100m_MetaT_QC_Filtered	k147_314425_5	XmoA	1	181	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	15363.720326004159	89	9.3e-89	1.0	0.0139	0.0001,0.0138,0.0	Unknown
SI072_100m_MetaT_QC_Filtered	k147_519870_3	XmoA	6	253	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	22189.070938519384	22	1.5e-109	1.0	0.1115	0.043,0.0685,0.0	AmoA_AOB
SI072_100m_MetaT_QC_Filtered	k147_15305_2	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	15282.851294654372	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
SI072_100m_MetaT_QC_Filtered	k147_449783_3	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	13009.369283879341	89	5e-125	1.0	0.0002	0.0001,0.0001,0.0	Unknown
SI072_100m_MetaT_QC_Filtered	k147_299367_1	XmoA	6	253	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	21472.88914718552	22	1.5e-109	1.0	0.1115	0.043,0.0685,0.0	AmoA_AOB
SI072_100m_MetaT_QC_Filtered	k147_454285_2	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	29485.096942211974	89	4e-125	1.0	0.0187	0.01,0.0087,0.0	Unknown
SI072_100m_MetaT_QC_Filtered	k147_372277_2	XmoA	1	159	r__Root	0.0	103	1.1e-77	1.0	0.0349	0.0095,0.0254,0.0	Unknown
SI072_10m_MetaT_QC_Filtered	k147_174999_2	XmoA	1	210	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	38144.85075799121	22	1.2e-98	1.0	0.1124	0.0505,0.0619,0.0	AmoA_AOB
SI072_10m_MetaT_QC_Filtered	k147_663727_2	XmoA	1	76	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	89	2.3e-37	1.0	0.0279	0.0278,0.0001,0.0	Unknown
SI072_10m_MetaT_QC_Filtered	k147_348694_2	XmoA	1	106	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	0.0	22	8.7e-44	0.811625242	0.1203	0.0448,0.0754,0.0	AmoA_AOB
SI072_10m_MetaT_QC_Filtered	k147_475652_2	XmoA	1	76	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	89	1.4e-36	1.0	0.0002	0.0001,0.0001,0.0	Unknown
SI072_10m_MetaT_QC_Filtered	k147_240226_3	XmoA	1	210	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	47681.06344748901	22	1.2e-98	1.0	0.1124	0.0505,0.0619,0.0	AmoA_AOB
SI072_10m_MetaT_QC_Filtered	k147_77634_1	XmoA	1	199	r__Root	0.0	103	1.8e-106	1.0	0.0402	0.0088,0.0314,0.0	Unknown
SI072_10m_MetaT_QC_Filtered	k147_63191_1	XmoA	1	88	r__Root	0.0	103	7.4e-45	1.0	0.0506	0.0241,0.0265,0.0	Unknown
SI072_10m_MetaT_QC_Filtered	k147_73233_2	XmoA	1	63	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira; s__Nitrosospira multiformis	0.0	22	1.1e-27	0.5384223024	0.0581	0.0172,0.0409,0.0	AmoA_AOB
SI072_10m_MetaT_QC_Filtered	k147_115513_6	XmoA	6	253	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	16111.723966371737	22	1.5e-109	1.0	0.1115	0.043,0.0685,0.0	AmoA_AOB
SI072_10m_MetaT_QC_Filtered	k147_38346_11	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
SI072_10m_MetaT_QC_Filtered	k147_218723_3	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
SI072_10m_MetaT_QC_Filtered	k147_277768_4	XmoA	1	247	r__Root	0.0	103	5.3e-126	1.0	0.0367	0.011,0.0256,0.0	Unknown
SI072_10m_MetaT_QC_Filtered	k147_222487_2	XmoA	4	131	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae	0.0	35	8.2e-54	0.7578663371	0.1462	0.0061,0.0574,0.0826	Unknown
SI072_10m_MetaT_QC_Filtered	k147_314425_5	XmoA	1	181	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	89	9.3e-89	1.0	0.0139	0.0001,0.0138,0.0	Unknown
SI072_10m_MetaT_QC_Filtered	k147_519870_3	XmoA	6	253	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	69817.47052094422	22	1.5e-109	1.0	0.1115	0.043,0.0685,0.0	AmoA_AOB
SI072_10m_MetaT_QC_Filtered	k147_15305_2	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
SI072_10m_MetaT_QC_Filtered	k147_449783_3	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	89	5e-125	1.0	0.0002	0.0001,0.0001,0.0	Unknown
SI072_10m_MetaT_QC_Filtered	k147_299367_1	XmoA	6	253	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	37594.02258820072	22	1.5e-109	1.0	0.1115	0.043,0.0685,0.0	AmoA_AOB
SI072_10m_MetaT_QC_Filtered	k147_454285_2	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	0.0	89	4e-125	1.0	0.0187	0.01,0.0087,0.0	Unknown
SI072_10m_MetaT_QC_Filtered	k147_372277_2	XmoA	1	159	r__Root	0.0	103	1.1e-77	1.0	0.0349	0.0095,0.0254,0.0	Unknown
SI072_120m_MetaT_QC_Filtered	k147_174999_2	XmoA	1	210	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	15120.170857592479	22	1.2e-98	1.0	0.1124	0.0505,0.0619,0.0	AmoA_AOB
SI072_120m_MetaT_QC_Filtered	k147_663727_2	XmoA	1	76	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	21170.501006292532	89	2.3e-37	1.0	0.0279	0.0278,0.0001,0.0	Unknown
SI072_120m_MetaT_QC_Filtered	k147_348694_2	XmoA	1	106	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	9005.605428061363	22	8.7e-44	0.811625242	0.1203	0.0448,0.0754,0.0	AmoA_AOB
SI072_120m_MetaT_QC_Filtered	k147_475652_2	XmoA	1	76	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	12557.956278732618	89	1.4e-36	1.0	0.0002	0.0001,0.0001,0.0	Unknown
SI072_120m_MetaT_QC_Filtered	k147_240226_3	XmoA	1	210	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	14407.702073726863	22	1.2e-98	1.0	0.1124	0.0505,0.0619,0.0	AmoA_AOB
SI072_120m_MetaT_QC_Filtered	k147_77634_1	XmoA	1	199	r__Root	335.1109455769924	103	1.8e-106	1.0	0.0402	0.0088,0.0314,0.0	Unknown
SI072_120m_MetaT_QC_Filtered	k147_63191_1	XmoA	1	88	r__Root	0.0	103	7.4e-45	1.0	0.0506	0.0241,0.0265,0.0	Unknown
SI072_120m_MetaT_QC_Filtered	k147_73233_2	XmoA	1	63	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira; s__Nitrosospira multiformis	411.6486306779104	22	1.1e-27	0.5384223024	0.0581	0.0172,0.0409,0.0	AmoA_AOB
SI072_120m_MetaT_QC_Filtered	k147_115513_6	XmoA	6	253	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	17681.571869334937	22	1.5e-109	1.0	0.1115	0.043,0.0685,0.0	AmoA_AOB
SI072_120m_MetaT_QC_Filtered	k147_38346_11	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	25963.741455902717	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
SI072_120m_MetaT_QC_Filtered	k147_218723_3	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	24873.204559308415	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
SI072_120m_MetaT_QC_Filtered	k147_277768_4	XmoA	1	247	r__Root	340.8450662013098	103	5.3e-126	1.0	0.0367	0.011,0.0256,0.0	Unknown
SI072_120m_MetaT_QC_Filtered	k147_222487_2	XmoA	4	131	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylococcaceae	226.24962907488205	35	8.2e-54	0.7578663371	0.1462	0.0061,0.0574,0.0826	Unknown
SI072_120m_MetaT_QC_Filtered	k147_314425_5	XmoA	1	181	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	16989.034647314864	89	9.3e-89	1.0	0.0139	0.0001,0.0138,0.0	Unknown
SI072_120m_MetaT_QC_Filtered	k147_519870_3	XmoA	6	253	r__Root; d__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Nitrosomonadales; f__Nitrosomonadaceae; g__Nitrosospira	17467.574025228012	22	1.5e-109	1.0	0.1115	0.043,0.0685,0.0	AmoA_AOB
SI072_120m_MetaT_QC_Filtered	k147_15305_2	XmoA	1	247	r__Root; d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Methylococcales; f__Methylomonadaceae; g__OPU3-GD-OMZ; s__OPU3-GD-OMZ sp001901525	27278.361276454754	89	7.8e-125	1.0	0.0037	0.0036,0.0001,0.0	Unknown
